'Time and date','II ','MCL1 ','V ','ABP ','RESP '
'[14:18:37.616 18/05/1995]',-0.610,-0.366,-0.058,64.357,-0.417
'[14:18:37.618 18/05/1995]',-0.631,-0.357,-0.038,64.357,-0.417
'[14:18:37.620 18/05/1995]',-0.651,-0.366,-0.038,64.357,-0.417
'[14:18:37.622 18/05/1995]',-0.651,-0.366,-0.028,64.357,-0.417
'[14:18:37.624 18/05/1995]',-0.651,-0.357,-0.028,64.457,-0.423
'[14:18:37.626 18/05/1995]',-0.672,-0.348,-0.019,64.457,-0.423
'[14:18:37.628 18/05/1995]',-0.692,-0.340,-0.009,64.457,-0.423
'[14:18:37.630 18/05/1995]',-0.713,-0.340,0.001,64.457,-0.423
'[14:18:37.632 18/05/1995]',-0.713,-0.340,0.001,64.658,-0.428
'[14:18:37.634 18/05/1995]',-0.733,-0.340,0.010,64.658,-0.428
'[14:18:37.636 18/05/1995]',-0.733,-0.340,0.020,64.658,-0.428
'[14:18:37.638 18/05/1995]',-0.733,-0.313,0.030,64.658,-0.428
'[14:18:37.640 18/05/1995]',-0.733,-0.313,0.030,64.808,-0.434
'[14:18:37.642 18/05/1995]',-0.733,-0.296,0.040,64.808,-0.434
'[14:18:37.644 18/05/1995]',-0.713,-0.287,0.040,64.808,-0.434
'[14:18:37.646 18/05/1995]',-0.692,-0.270,0.040,64.808,-0.434
'[14:18:37.648 18/05/1995]',-0.672,-0.261,0.040,65.008,-0.441
'[14:18:37.650 18/05/1995]',-0.651,-0.261,0.040,65.008,-0.441
'[14:18:37.652 18/05/1995]',-0.610,-0.252,0.040,65.008,-0.441
'[14:18:37.654 18/05/1995]',-0.570,-0.235,0.040,65.008,-0.441
'[14:18:37.656 18/05/1995]',-0.529,-0.217,0.030,65.209,-0.447
'[14:18:37.658 18/05/1995]',-0.468,-0.200,0.010,65.209,-0.447
'[14:18:37.660 18/05/1995]',-0.407,-0.183,0.010,65.209,-0.447
'[14:18:37.662 18/05/1995]',-0.366,-0.165,0.001,65.209,-0.447
'[14:18:37.664 18/05/1995]',-0.304,-0.139,0.001,65.559,-0.452
'[14:18:37.666 18/05/1995]',-0.264,-0.122,0.001,65.559,-0.452
'[14:18:37.668 18/05/1995]',-0.223,-0.095,0.010,65.559,-0.452
'[14:18:37.670 18/05/1995]',-0.203,-0.095,0.010,65.559,-0.452
'[14:18:37.672 18/05/1995]',-0.182,-0.087,0.001,65.860,-0.456
'[14:18:37.674 18/05/1995]',-0.141,-0.069,0.001,65.860,-0.456
'[14:18:37.676 18/05/1995]',-0.100,-0.052,0.001,65.860,-0.456
'[14:18:37.678 18/05/1995]',-0.080,-0.034,0.001,65.860,-0.456
'[14:18:37.680 18/05/1995]',-0.060,-0.025,0.001,66.160,-0.460
'[14:18:37.682 18/05/1995]',-0.060,-0.034,0.001,66.160,-0.460
'[14:18:37.684 18/05/1995]',-0.039,-0.017,0.001,66.160,-0.460
'[14:18:37.686 18/05/1995]',-0.039,-0.008,0.010,66.160,-0.460
'[14:18:37.688 18/05/1995]',-0.019,0.001,0.010,66.411,-0.463
'[14:18:37.690 18/05/1995]',0.002,0.009,0.010,66.411,-0.463
'[14:18:37.692 18/05/1995]',0.021,0.027,0.001,66.411,-0.463
'[14:18:37.694 18/05/1995]',0.042,0.035,0.001,66.411,-0.463
'[14:18:37.696 18/05/1995]',0.083,0.053,0.001,66.561,-0.466
'[14:18:37.698 18/05/1995]',0.103,0.062,0.001,66.561,-0.466
'[14:18:37.700 18/05/1995]',0.124,0.062,0.001,66.561,-0.466
'[14:18:37.702 18/05/1995]',0.144,0.079,0.010,66.561,-0.466
'[14:18:37.704 18/05/1995]',0.165,0.088,0.001,66.711,-0.468
'[14:18:37.706 18/05/1995]',0.165,0.097,0.001,66.711,-0.468
'[14:18:37.708 18/05/1995]',0.185,0.114,0.001,66.711,-0.468
'[14:18:37.710 18/05/1995]',0.206,0.123,0.001,66.711,-0.468
'[14:18:37.712 18/05/1995]',0.226,0.131,0.001,66.811,-0.470
'[14:18:37.714 18/05/1995]',0.226,0.131,0.001,66.811,-0.470
'[14:18:37.716 18/05/1995]',0.226,0.131,0.010,66.811,-0.470
'[14:18:37.718 18/05/1995]',0.226,0.131,0.010,66.811,-0.470
'[14:18:37.720 18/05/1995]',0.226,0.131,0.010,66.811,-0.473
'[14:18:37.722 18/05/1995]',0.226,0.131,0.010,66.811,-0.473
'[14:18:37.724 18/05/1995]',0.247,0.131,0.001,66.811,-0.473
'[14:18:37.726 18/05/1995]',0.247,0.131,0.001,66.811,-0.473
'[14:18:37.728 18/05/1995]',0.247,0.140,0.001,66.761,-0.475
'[14:18:37.730 18/05/1995]',0.267,0.140,0.001,66.761,-0.475
'[14:18:37.732 18/05/1995]',0.267,0.140,0.001,66.761,-0.475
'[14:18:37.734 18/05/1995]',0.267,0.131,0.001,66.761,-0.475
'[14:18:37.736 18/05/1995]',0.247,0.131,0.010,66.611,-0.477
'[14:18:37.738 18/05/1995]',0.247,0.131,0.010,66.611,-0.477
'[14:18:37.740 18/05/1995]',0.267,0.131,0.001,66.611,-0.477
'[14:18:37.742 18/05/1995]',0.267,0.140,0.001,66.611,-0.477
'[14:18:37.744 18/05/1995]',0.267,0.140,0.001,66.511,-0.478
'[14:18:37.746 18/05/1995]',0.267,0.140,0.001,66.511,-0.478
'[14:18:37.748 18/05/1995]',0.267,0.140,0.001,66.511,-0.478
'[14:18:37.750 18/05/1995]',0.267,0.140,0.001,66.511,-0.478
'[14:18:37.752 18/05/1995]',0.267,0.140,0.001,66.411,-0.480
'[14:18:37.754 18/05/1995]',0.267,0.131,0.010,66.411,-0.480
'[14:18:37.756 18/05/1995]',0.267,0.131,0.001,66.411,-0.480
'[14:18:37.758 18/05/1995]',0.267,0.131,0.001,66.411,-0.480
'[14:18:37.760 18/05/1995]',0.287,0.131,0.001,66.360,-0.481
'[14:18:37.762 18/05/1995]',0.307,0.140,0.001,66.360,-0.481
'[14:18:37.764 18/05/1995]',0.307,0.140,0.001,66.360,-0.481
'[14:18:37.766 18/05/1995]',0.307,0.140,0.001,66.360,-0.481
'[14:18:37.768 18/05/1995]',0.287,0.140,0.001,66.360,-0.483
'[14:18:37.770 18/05/1995]',0.287,0.131,0.001,66.360,-0.483
'[14:18:37.772 18/05/1995]',0.287,0.140,0.001,66.360,-0.483
'[14:18:37.774 18/05/1995]',0.287,0.149,0.001,66.360,-0.483
'[14:18:37.776 18/05/1995]',0.307,0.149,0.001,66.511,-0.485
'[14:18:37.778 18/05/1995]',0.287,0.149,0.001,66.511,-0.485
'[14:18:37.780 18/05/1995]',0.307,0.149,0.001,66.511,-0.485
'[14:18:37.782 18/05/1995]',0.307,0.149,0.001,66.511,-0.485
'[14:18:37.784 18/05/1995]',0.307,0.140,0.010,66.961,-0.487
'[14:18:37.786 18/05/1995]',0.307,0.140,0.010,66.961,-0.487
'[14:18:37.788 18/05/1995]',0.307,0.149,0.010,66.961,-0.487
'[14:18:37.790 18/05/1995]',0.307,0.149,0.001,66.961,-0.487
'[14:18:37.792 18/05/1995]',0.307,0.157,0.001,67.813,-0.489
'[14:18:37.794 18/05/1995]',0.307,0.157,0.001,67.813,-0.489
'[14:18:37.796 18/05/1995]',0.327,0.157,0.001,67.813,-0.489
'[14:18:37.798 18/05/1995]',0.327,0.157,0.001,67.813,-0.489
'[14:18:37.800 18/05/1995]',0.327,0.157,0.001,69.215,-0.492
'[14:18:37.802 18/05/1995]',0.307,0.157,0.001,69.215,-0.492
'[14:18:37.804 18/05/1995]',0.307,0.149,0.010,69.215,-0.492
'[14:18:37.806 18/05/1995]',0.307,0.157,0.001,69.215,-0.492
'[14:18:37.808 18/05/1995]',0.307,0.157,0.001,71.219,-0.494
'[14:18:37.810 18/05/1995]',0.307,0.149,0.001,71.219,-0.494
'[14:18:37.812 18/05/1995]',0.307,0.157,0.001,71.219,-0.494
'[14:18:37.814 18/05/1995]',0.327,0.149,0.001,71.219,-0.494
'[14:18:37.816 18/05/1995]',0.327,0.140,0.001,73.873,-0.497
'[14:18:37.818 18/05/1995]',0.307,0.140,0.001,73.873,-0.497
'[14:18:37.820 18/05/1995]',0.307,0.131,0.001,73.873,-0.497
'[14:18:37.822 18/05/1995]',0.307,0.131,0.001,73.873,-0.497
'[14:18:37.824 18/05/1995]',0.307,0.131,0.001,77.128,-0.499
'[14:18:37.826 18/05/1995]',0.307,0.131,0.001,77.128,-0.499
'[14:18:37.828 18/05/1995]',0.307,0.140,0.001,77.128,-0.499
'[14:18:37.830 18/05/1995]',0.307,0.131,-0.009,77.128,-0.499
'[14:18:37.832 18/05/1995]',0.307,0.131,0.001,80.835,-0.502
'[14:18:37.834 18/05/1995]',0.287,0.131,0.001,80.835,-0.502
'[14:18:37.836 18/05/1995]',0.287,0.123,0.001,80.835,-0.502
'[14:18:37.838 18/05/1995]',0.267,0.105,0.001,80.835,-0.502
'[14:18:37.840 18/05/1995]',0.267,0.105,-0.009,84.741,-0.504
'[14:18:37.842 18/05/1995]',0.247,0.105,-0.009,84.741,-0.504
'[14:18:37.844 18/05/1995]',0.267,0.114,-0.009,84.741,-0.504
'[14:18:37.846 18/05/1995]',0.247,0.123,-0.009,84.741,-0.504
'[14:18:37.848 18/05/1995]',0.247,0.114,0.001,88.698,-0.506
'[14:18:37.850 18/05/1995]',0.226,0.114,0.001,88.698,-0.506
'[14:18:37.852 18/05/1995]',0.226,0.105,0.001,88.698,-0.506
'[14:18:37.854 18/05/1995]',0.206,0.097,0.001,88.698,-0.506
'[14:18:37.856 18/05/1995]',0.206,0.097,0.001,92.454,-0.508
'[14:18:37.858 18/05/1995]',0.206,0.088,0.001,92.454,-0.508
'[14:18:37.860 18/05/1995]',0.206,0.079,-0.009,92.454,-0.508
'[14:18:37.862 18/05/1995]',0.185,0.079,-0.009,92.454,-0.508
'[14:18:37.864 18/05/1995]',0.185,0.079,0.001,95.810,-0.510
'[14:18:37.866 18/05/1995]',0.165,0.079,0.001,95.810,-0.510
'[14:18:37.868 18/05/1995]',0.165,0.070,0.001,95.810,-0.510
'[14:18:37.870 18/05/1995]',0.144,0.062,0.001,95.810,-0.510
'[14:18:37.872 18/05/1995]',0.144,0.062,0.001,98.564,-0.511
'[14:18:37.874 18/05/1995]',0.144,0.053,0.001,98.564,-0.511
'[14:18:37.876 18/05/1995]',0.144,0.062,0.001,98.564,-0.511
'[14:18:37.878 18/05/1995]',0.144,0.062,-0.009,98.564,-0.511
'[14:18:37.880 18/05/1995]',0.144,0.053,-0.009,100.668,-0.513
'[14:18:37.882 18/05/1995]',0.144,0.053,-0.009,100.668,-0.513
'[14:18:37.884 18/05/1995]',0.103,0.044,0.001,100.668,-0.513
'[14:18:37.886 18/05/1995]',0.103,0.035,0.001,100.668,-0.513
'[14:18:37.888 18/05/1995]',0.103,0.027,0.001,101.970,-0.514
'[14:18:37.890 18/05/1995]',0.103,0.035,-0.009,101.970,-0.514
'[14:18:37.892 18/05/1995]',0.103,0.035,-0.019,101.970,-0.514
'[14:18:37.894 18/05/1995]',0.103,0.027,-0.019,101.970,-0.514
'[14:18:37.896 18/05/1995]',0.103,0.027,-0.019,102.370,-0.516
'[14:18:37.898 18/05/1995]',0.083,0.035,-0.009,102.370,-0.516
'[14:18:37.900 18/05/1995]',0.083,0.018,0.001,102.370,-0.516
'[14:18:37.902 18/05/1995]',0.062,0.018,0.001,102.370,-0.516
'[14:18:37.904 18/05/1995]',0.042,0.027,0.001,101.970,-0.517
'[14:18:37.906 18/05/1995]',0.042,0.009,0.001,101.970,-0.517
'[14:18:37.908 18/05/1995]',0.042,0.018,0.001,101.970,-0.517
'[14:18:37.910 18/05/1995]',0.042,0.018,0.001,101.970,-0.517
'[14:18:37.912 18/05/1995]',0.042,0.018,0.001,100.768,-0.519
'[14:18:37.914 18/05/1995]',0.042,0.009,0.001,100.768,-0.519
'[14:18:37.916 18/05/1995]',0.021,0.009,0.001,100.768,-0.519
'[14:18:37.918 18/05/1995]',0.042,0.009,0.001,100.768,-0.519
'[14:18:37.920 18/05/1995]',0.021,0.009,0.001,98.865,-0.522
'[14:18:37.922 18/05/1995]',0.021,0.001,0.001,98.865,-0.522
'[14:18:37.924 18/05/1995]',0.002,0.009,0.001,98.865,-0.522
'[14:18:37.926 18/05/1995]',0.021,0.009,0.001,98.865,-0.522
'[14:18:37.928 18/05/1995]',0.021,0.018,0.001,96.260,-0.526
'[14:18:37.930 18/05/1995]',0.021,0.009,0.001,96.260,-0.526
'[14:18:37.932 18/05/1995]',0.021,0.018,0.001,96.260,-0.526
'[14:18:37.934 18/05/1995]',0.021,0.009,0.001,96.260,-0.526
'[14:18:37.936 18/05/1995]',0.002,0.001,0.001,93.155,-0.531
'[14:18:37.938 18/05/1995]',0.002,0.001,0.001,93.155,-0.531
'[14:18:37.940 18/05/1995]',0.002,0.001,0.001,93.155,-0.531
'[14:18:37.942 18/05/1995]',0.002,0.001,0.001,93.155,-0.531
'[14:18:37.944 18/05/1995]',0.002,0.001,0.001,89.800,-0.537
'[14:18:37.946 18/05/1995]',0.002,0.001,0.001,89.800,-0.537
'[14:18:37.948 18/05/1995]',0.002,0.001,0.001,89.800,-0.537
'[14:18:37.950 18/05/1995]',0.002,0.001,0.001,89.800,-0.537
'[14:18:37.952 18/05/1995]',0.002,0.001,0.001,86.344,-0.544
'[14:18:37.954 18/05/1995]',0.002,0.001,0.001,86.344,-0.544
'[14:18:37.956 18/05/1995]',0.002,0.001,0.001,86.344,-0.544
'[14:18:37.958 18/05/1995]',0.021,0.001,-0.009,86.344,-0.544
'[14:18:37.960 18/05/1995]',0.021,0.001,-0.009,83.088,-0.551
'[14:18:37.962 18/05/1995]',0.021,0.001,-0.009,83.088,-0.551
'[14:18:37.964 18/05/1995]',0.021,0.001,-0.019,83.088,-0.551
'[14:18:37.966 18/05/1995]',0.021,0.001,0.001,83.088,-0.551
'[14:18:37.968 18/05/1995]',0.002,0.001,0.001,80.033,-0.559
'[14:18:37.970 18/05/1995]',0.002,0.001,0.001,80.033,-0.559
'[14:18:37.972 18/05/1995]',0.002,-0.008,0.001,80.033,-0.559
'[14:18:37.974 18/05/1995]',0.002,0.001,0.001,80.033,-0.559
'[14:18:37.976 18/05/1995]',0.002,-0.008,-0.009,77.329,-0.568
'[14:18:37.978 18/05/1995]',0.002,0.001,-0.009,77.329,-0.568
'[14:18:37.980 18/05/1995]',0.002,-0.008,0.001,77.329,-0.568
'[14:18:37.982 18/05/1995]',0.002,0.001,0.001,77.329,-0.568
'[14:18:37.984 18/05/1995]',0.002,-0.008,0.001,74.975,-0.576
'[14:18:37.986 18/05/1995]',-0.039,-0.025,0.001,74.975,-0.576
'[14:18:37.988 18/05/1995]',-0.080,-0.034,0.001,74.975,-0.576
'[14:18:37.990 18/05/1995]',-0.100,-0.043,0.001,74.975,-0.576
'[14:18:37.992 18/05/1995]',-0.100,-0.052,0.001,73.022,-0.584
'[14:18:37.994 18/05/1995]',-0.141,-0.069,-0.009,73.022,-0.584
'[14:18:37.996 18/05/1995]',-0.162,-0.087,-0.019,73.022,-0.584
'[14:18:37.998 18/05/1995]',-0.182,-0.113,-0.019,73.022,-0.584
'[14:18:38.000 18/05/1995]',-0.203,-0.122,-0.019,71.419,-0.591
'[14:18:38.002 18/05/1995]',-0.244,-0.130,-0.009,71.419,-0.591
'[14:18:38.004 18/05/1995]',-0.285,-0.130,0.001,71.419,-0.591
'[14:18:38.006 18/05/1995]',-0.304,-0.122,0.001,71.419,-0.591
'[14:18:38.008 18/05/1995]',-0.345,-0.130,0.001,70.217,-0.598
'[14:18:38.010 18/05/1995]',-0.366,-0.139,0.001,70.217,-0.598
'[14:18:38.012 18/05/1995]',-0.407,-0.139,0.001,70.217,-0.598
'[14:18:38.014 18/05/1995]',-0.447,-0.165,0.001,70.217,-0.598
'[14:18:38.016 18/05/1995]',-0.488,-0.191,0.001,69.265,-0.605
'[14:18:38.018 18/05/1995]',-0.488,-0.226,-0.019,69.265,-0.605
'[14:18:38.020 18/05/1995]',-0.529,-0.261,-0.038,69.265,-0.605
'[14:18:38.022 18/05/1995]',-0.550,-0.278,-0.038,69.265,-0.605
'[14:18:38.024 18/05/1995]',-0.550,-0.313,-0.067,68.564,-0.611
'[14:18:38.026 18/05/1995]',-0.550,-0.331,-0.077,68.564,-0.611
'[14:18:38.028 18/05/1995]',-0.550,-0.348,-0.077,68.564,-0.611
'[14:18:38.030 18/05/1995]',-0.590,-0.357,-0.077,68.564,-0.611
'[14:18:38.032 18/05/1995]',-0.610,-0.366,-0.058,68.063,-0.617
'[14:18:38.034 18/05/1995]',-0.651,-0.374,-0.058,68.063,-0.617
'[14:18:38.036 18/05/1995]',-0.672,-0.366,-0.038,68.063,-0.617
'[14:18:38.038 18/05/1995]',-0.672,-0.366,-0.028,68.063,-0.617
'[14:18:38.040 18/05/1995]',-0.692,-0.357,-0.019,67.763,-0.623
'[14:18:38.042 18/05/1995]',-0.692,-0.348,-0.019,67.763,-0.623
'[14:18:38.044 18/05/1995]',-0.692,-0.348,-0.009,67.763,-0.623
'[14:18:38.046 18/05/1995]',-0.692,-0.348,-0.009,67.763,-0.623
'[14:18:38.048 18/05/1995]',-0.713,-0.348,0.001,67.512,-0.627
'[14:18:38.050 18/05/1995]',-0.733,-0.340,0.001,67.512,-0.627
'[14:18:38.052 18/05/1995]',-0.753,-0.340,0.020,67.512,-0.627
'[14:18:38.054 18/05/1995]',-0.774,-0.331,0.030,67.512,-0.627
'[14:18:38.056 18/05/1995]',-0.774,-0.322,0.040,67.512,-0.632
'[14:18:38.058 18/05/1995]',-0.774,-0.313,0.040,67.512,-0.632
'[14:18:38.060 18/05/1995]',-0.753,-0.296,0.040,67.512,-0.632
'[14:18:38.062 18/05/1995]',-0.753,-0.278,0.040,67.512,-0.632
'[14:18:38.064 18/05/1995]',-0.733,-0.270,0.049,67.562,-0.636
'[14:18:38.066 18/05/1995]',-0.713,-0.261,0.059,67.562,-0.636
'[14:18:38.068 18/05/1995]',-0.672,-0.244,0.059,67.562,-0.636
'[14:18:38.070 18/05/1995]',-0.651,-0.244,0.059,67.562,-0.636
'[14:18:38.072 18/05/1995]',-0.610,-0.235,0.040,67.763,-0.640
'[14:18:38.074 18/05/1995]',-0.550,-0.217,0.040,67.763,-0.640
'[14:18:38.076 18/05/1995]',-0.488,-0.200,0.030,67.763,-0.640
'[14:18:38.078 18/05/1995]',-0.427,-0.183,0.020,67.763,-0.640
'[14:18:38.080 18/05/1995]',-0.386,-0.165,0.010,68.063,-0.645
'[14:18:38.082 18/05/1995]',-0.345,-0.139,0.010,68.063,-0.645
'[14:18:38.084 18/05/1995]',-0.304,-0.130,0.020,68.063,-0.645
'[14:18:38.086 18/05/1995]',-0.264,-0.104,0.020,68.063,-0.645
'[14:18:38.088 18/05/1995]',-0.244,-0.095,0.020,68.264,-0.651
'[14:18:38.090 18/05/1995]',-0.203,-0.078,0.010,68.264,-0.651
'[14:18:38.092 18/05/1995]',-0.162,-0.060,0.001,68.264,-0.651
'[14:18:38.094 18/05/1995]',-0.141,-0.043,0.001,68.264,-0.651
'[14:18:38.096 18/05/1995]',-0.100,-0.025,0.001,68.514,-0.658
'[14:18:38.098 18/05/1995]',-0.100,-0.025,0.001,68.514,-0.658
'[14:18:38.100 18/05/1995]',-0.100,-0.017,0.020,68.514,-0.658
'[14:18:38.102 18/05/1995]',-0.100,-0.017,0.010,68.514,-0.658
'[14:18:38.104 18/05/1995]',-0.080,-0.008,0.020,68.815,-0.664
'[14:18:38.106 18/05/1995]',-0.060,0.001,0.010,68.815,-0.664
'[14:18:38.108 18/05/1995]',-0.019,0.001,0.001,68.815,-0.664
'[14:18:38.110 18/05/1995]',0.002,0.027,0.001,68.815,-0.664
'[14:18:38.112 18/05/1995]',0.021,0.035,0.001,69.015,-0.670
'[14:18:38.114 18/05/1995]',0.042,0.044,0.001,69.015,-0.670
'[14:18:38.116 18/05/1995]',0.083,0.053,0.001,69.015,-0.670
'[14:18:38.118 18/05/1995]',0.103,0.062,0.001,69.015,-0.670
'[14:18:38.120 18/05/1995]',0.103,0.070,0.010,69.315,-0.675
'[14:18:38.122 18/05/1995]',0.124,0.088,0.010,69.315,-0.675
'[14:18:38.124 18/05/1995]',0.144,0.105,0.010,69.315,-0.675
'[14:18:38.126 18/05/1995]',0.165,0.114,0.001,69.315,-0.675
'[14:18:38.128 18/05/1995]',0.165,0.131,0.001,69.566,-0.680
'[14:18:38.130 18/05/1995]',0.185,0.131,0.001,69.566,-0.680
'[14:18:38.132 18/05/1995]',0.185,0.131,0.010,69.566,-0.680
'[14:18:38.134 18/05/1995]',0.185,0.131,0.010,69.566,-0.680
'[14:18:38.136 18/05/1995]',0.206,0.131,0.010,69.816,-0.684
'[14:18:38.138 18/05/1995]',0.206,0.131,0.010,69.816,-0.684
'[14:18:38.140 18/05/1995]',0.206,0.131,0.010,69.816,-0.684
'[14:18:38.142 18/05/1995]',0.206,0.131,0.001,69.816,-0.684
'[14:18:38.144 18/05/1995]',0.226,0.131,0.001,70.017,-0.688
'[14:18:38.146 18/05/1995]',0.247,0.131,0.001,70.017,-0.688
'[14:18:38.148 18/05/1995]',0.267,0.140,0.001,70.017,-0.688
'[14:18:38.150 18/05/1995]',0.267,0.131,0.001,70.017,-0.688
'[14:18:38.152 18/05/1995]',0.267,0.131,0.001,70.217,-0.692
'[14:18:38.154 18/05/1995]',0.247,0.131,0.001,70.217,-0.692
'[14:18:38.156 18/05/1995]',0.267,0.131,0.001,70.217,-0.692
'[14:18:38.158 18/05/1995]',0.267,0.131,0.001,70.217,-0.692
'[14:18:38.160 18/05/1995]',0.267,0.131,0.001,70.317,-0.696
'[14:18:38.162 18/05/1995]',0.267,0.140,0.001,70.317,-0.696
'[14:18:38.164 18/05/1995]',0.287,0.149,0.001,70.317,-0.696
'[14:18:38.166 18/05/1995]',0.287,0.140,0.001,70.317,-0.696
'[14:18:38.168 18/05/1995]',0.287,0.140,0.001,70.467,-0.700
'[14:18:38.170 18/05/1995]',0.287,0.131,0.001,70.467,-0.700
'[14:18:38.172 18/05/1995]',0.287,0.140,0.001,70.467,-0.700
'[14:18:38.174 18/05/1995]',0.287,0.140,0.001,70.467,-0.700
'[14:18:38.176 18/05/1995]',0.307,0.149,0.001,70.567,-0.704
'[14:18:38.178 18/05/1995]',0.307,0.157,0.001,70.567,-0.704
'[14:18:38.180 18/05/1995]',0.327,0.157,0.001,70.567,-0.704
'[14:18:38.182 18/05/1995]',0.327,0.149,0.001,70.567,-0.704
'[14:18:38.184 18/05/1995]',0.307,0.149,0.001,70.567,-0.709
'[14:18:38.186 18/05/1995]',0.307,0.149,0.001,70.567,-0.709
'[14:18:38.188 18/05/1995]',0.307,0.149,0.001,70.567,-0.709
'[14:18:38.190 18/05/1995]',0.307,0.149,0.001,70.567,-0.709
'[14:18:38.192 18/05/1995]',0.327,0.140,-0.009,70.567,-0.715
'[14:18:38.194 18/05/1995]',0.327,0.140,-0.019,70.567,-0.715
'[14:18:38.196 18/05/1995]',0.327,0.149,-0.019,70.567,-0.715
'[14:18:38.198 18/05/1995]',0.348,0.149,-0.009,70.567,-0.715
'[14:18:38.200 18/05/1995]',0.348,0.149,-0.009,70.517,-0.720
'[14:18:38.202 18/05/1995]',0.327,0.140,-0.009,70.517,-0.720
'[14:18:38.204 18/05/1995]',0.327,0.140,0.001,70.517,-0.720
'[14:18:38.206 18/05/1995]',0.327,0.149,0.001,70.517,-0.720
'[14:18:38.208 18/05/1995]',0.327,0.149,-0.009,70.317,-0.726
'[14:18:38.210 18/05/1995]',0.348,0.149,-0.009,70.317,-0.726
'[14:18:38.212 18/05/1995]',0.348,0.149,-0.019,70.317,-0.726
'[14:18:38.214 18/05/1995]',0.348,0.140,-0.009,70.317,-0.726
'[14:18:38.216 18/05/1995]',0.348,0.140,-0.009,70.217,-0.732
'[14:18:38.218 18/05/1995]',0.348,0.140,0.001,70.217,-0.732
'[14:18:38.220 18/05/1995]',0.348,0.140,0.001,70.217,-0.732
'[14:18:38.222 18/05/1995]',0.348,0.140,0.001,70.217,-0.732
'[14:18:38.224 18/05/1995]',0.327,0.140,-0.009,70.167,-0.739
'[14:18:38.226 18/05/1995]',0.327,0.140,-0.009,70.167,-0.739
'[14:18:38.228 18/05/1995]',0.348,0.140,-0.019,70.167,-0.739
'[14:18:38.230 18/05/1995]',0.348,0.131,-0.019,70.167,-0.739
'[14:18:38.232 18/05/1995]',0.327,0.131,-0.009,70.367,-0.745
'[14:18:38.234 18/05/1995]',0.327,0.131,-0.009,70.367,-0.745
'[14:18:38.236 18/05/1995]',0.327,0.131,0.001,70.367,-0.745
'[14:18:38.238 18/05/1995]',0.307,0.131,0.001,70.367,-0.745
'[14:18:38.240 18/05/1995]',0.287,0.131,-0.009,70.918,-0.750
'[14:18:38.242 18/05/1995]',0.287,0.131,-0.009,70.918,-0.750
'[14:18:38.244 18/05/1995]',0.287,0.123,-0.009,70.918,-0.750
'[14:18:38.246 18/05/1995]',0.287,0.131,-0.009,70.918,-0.750
'[14:18:38.248 18/05/1995]',0.287,0.114,-0.009,71.820,-0.755
'[14:18:38.250 18/05/1995]',0.287,0.114,-0.009,71.820,-0.755
'[14:18:38.252 18/05/1995]',0.267,0.114,0.001,71.820,-0.755
'[14:18:38.254 18/05/1995]',0.267,0.105,0.001,71.820,-0.755
'[14:18:38.256 18/05/1995]',0.267,0.105,0.001,73.122,-0.759
'[14:18:38.258 18/05/1995]',0.267,0.105,-0.009,73.122,-0.759
'[14:18:38.260 18/05/1995]',0.267,0.114,-0.009,73.122,-0.759
'[14:18:38.262 18/05/1995]',0.267,0.105,-0.019,73.122,-0.759
'[14:18:38.264 18/05/1995]',0.267,0.105,-0.019,74.774,-0.763
'[14:18:38.266 18/05/1995]',0.247,0.114,-0.009,74.774,-0.763
'[14:18:38.268 18/05/1995]',0.226,0.105,-0.009,74.774,-0.763
'[14:18:38.270 18/05/1995]',0.206,0.097,0.001,74.774,-0.763
'[14:18:38.272 18/05/1995]',0.206,0.088,0.001,76.628,-0.765
'[14:18:38.274 18/05/1995]',0.206,0.088,-0.009,76.628,-0.765
'[14:18:38.276 18/05/1995]',0.206,0.088,-0.009,76.628,-0.765
'[14:18:38.278 18/05/1995]',0.206,0.079,-0.019,76.628,-0.765
'[14:18:38.280 18/05/1995]',0.206,0.070,-0.019,78.531,-0.766
'[14:18:38.282 18/05/1995]',0.206,0.079,-0.009,78.531,-0.766
'[14:18:38.284 18/05/1995]',0.185,0.079,0.001,78.531,-0.766
'[14:18:38.286 18/05/1995]',0.165,0.070,0.001,78.531,-0.766
'[14:18:38.288 18/05/1995]',0.165,0.062,0.001,80.484,-0.765
'[14:18:38.290 18/05/1995]',0.165,0.053,0.001,80.484,-0.765
'[14:18:38.292 18/05/1995]',0.144,0.053,-0.009,80.484,-0.765
'[14:18:38.294 18/05/1995]',0.165,0.053,-0.009,80.484,-0.765
'[14:18:38.296 18/05/1995]',0.144,0.044,-0.019,82.187,-0.764
'[14:18:38.298 18/05/1995]',0.124,0.044,-0.009,82.187,-0.764
'[14:18:38.300 18/05/1995]',0.103,0.035,0.001,82.187,-0.764
'[14:18:38.302 18/05/1995]',0.103,0.035,0.001,82.187,-0.764
'[14:18:38.304 18/05/1995]',0.103,0.035,0.001,83.589,-0.761
'[14:18:38.306 18/05/1995]',0.103,0.027,0.001,83.589,-0.761
'[14:18:38.308 18/05/1995]',0.083,0.027,0.001,83.589,-0.761
'[14:18:38.310 18/05/1995]',0.083,0.035,0.001,83.589,-0.761
'[14:18:38.312 18/05/1995]',0.083,0.035,0.001,84.491,-0.757
'[14:18:38.314 18/05/1995]',0.083,0.035,0.001,84.491,-0.757
