'Time and date','II','MCL1','V','ABP','RESP'
'[13:01:08.074 19/05/1995]',0.010,0.001,0.001,76.750,-0.512
'[13:01:08.076 19/05/1995]',0.010,0.001,0.001,76.750,-0.512
'[13:01:08.078 19/05/1995]',0.010,0.001,0.001,76.750,-0.512
'[13:01:08.080 19/05/1995]',0.010,0.001,0.001,74.100,-0.512
'[13:01:08.082 19/05/1995]',0.010,0.001,0.001,74.100,-0.512
'[13:01:08.084 19/05/1995]',0.010,0.001,0.001,74.100,-0.512
'[13:01:08.086 19/05/1995]',0.010,0.001,0.001,74.100,-0.512
'[13:01:08.088 19/05/1995]',0.010,0.001,0.001,72.550,-0.512
'[13:01:08.090 19/05/1995]',0.010,0.001,0.001,72.550,-0.512
'[13:01:08.092 19/05/1995]',0.010,0.001,0.001,72.550,-0.512
'[13:01:08.094 19/05/1995]',0.010,0.001,0.001,72.550,-0.512
'[13:01:08.096 19/05/1995]',0.010,0.001,0.001,72.100,-0.512
'[13:01:08.098 19/05/1995]',0.010,0.001,0.001,72.100,-0.512
'[13:01:08.100 19/05/1995]',0.010,0.001,0.001,72.100,-0.512
'[13:01:08.102 19/05/1995]',0.010,0.001,0.001,72.100,-0.512
'[13:01:08.104 19/05/1995]',0.010,0.001,0.001,72.350,-0.512
'[13:01:08.106 19/05/1995]',0.010,0.001,0.001,72.350,-0.512
'[13:01:08.108 19/05/1995]',0.010,0.001,0.001,72.350,-0.512
'[13:01:08.110 19/05/1995]',0.010,0.001,0.001,72.350,-0.512
'[13:01:08.112 19/05/1995]',0.010,0.001,0.001,72.900,-0.512
'[13:01:08.114 19/05/1995]',0.010,0.001,0.001,72.900,-0.512
'[13:01:08.116 19/05/1995]',0.010,0.001,0.001,72.900,-0.512
'[13:01:08.118 19/05/1995]',0.010,0.001,0.001,72.900,-0.512
'[13:01:08.120 19/05/1995]',0.010,0.001,0.001,73.700,-0.512
'[13:01:08.122 19/05/1995]',0.010,0.001,0.001,73.700,-0.512
'[13:01:08.124 19/05/1995]',0.010,0.001,0.001,73.700,-0.512
'[13:01:08.126 19/05/1995]',0.010,0.001,0.001,73.700,-0.512
'[13:01:08.128 19/05/1995]',0.010,0.001,0.001,74.550,-0.512
'[13:01:08.130 19/05/1995]',0.010,0.001,0.001,74.550,-0.512
'[13:01:08.132 19/05/1995]',0.010,0.001,0.001,74.550,-0.512
'[13:01:08.134 19/05/1995]',0.010,0.001,0.001,74.550,-0.512
'[13:01:08.136 19/05/1995]',0.010,0.001,0.001,75.450,-0.512
'[13:01:08.138 19/05/1995]',0.010,0.001,0.001,75.450,-0.512
'[13:01:08.140 19/05/1995]',0.010,0.001,0.001,75.450,-0.512
'[13:01:08.142 19/05/1995]',0.010,0.001,0.001,75.450,-0.512
'[13:01:08.144 19/05/1995]',0.010,0.001,0.001,76.050,-0.512
'[13:01:08.146 19/05/1995]',0.010,0.001,0.001,76.050,-0.512
'[13:01:08.148 19/05/1995]',0.010,0.001,0.001,76.050,-0.512
'[13:01:08.150 19/05/1995]',0.010,0.001,0.001,76.050,-0.512
'[13:01:08.152 19/05/1995]',0.010,0.001,0.001,76.300,-0.512
'[13:01:08.154 19/05/1995]',0.010,0.001,0.001,76.300,-0.512
'[13:01:08.156 19/05/1995]',0.010,0.001,0.001,76.300,-0.512
'[13:01:08.158 19/05/1995]',0.010,0.001,0.001,76.300,-0.512
'[13:01:08.160 19/05/1995]',0.010,0.001,0.001,76.300,-0.512
'[13:01:08.162 19/05/1995]',0.010,0.001,0.001,76.300,-0.512
'[13:01:08.164 19/05/1995]',0.010,0.001,0.001,76.300,-0.512
'[13:01:08.166 19/05/1995]',0.010,0.001,0.001,76.300,-0.512
'[13:01:08.168 19/05/1995]',0.010,0.001,0.001,76.050,-0.512
'[13:01:08.170 19/05/1995]',0.010,0.001,0.001,76.050,-0.512
'[13:01:08.172 19/05/1995]',0.010,0.001,0.001,76.050,-0.512
'[13:01:08.174 19/05/1995]',0.010,0.001,0.001,76.050,-0.512
'[13:01:08.176 19/05/1995]',0.010,0.001,0.001,75.550,-0.512
'[13:01:08.178 19/05/1995]',0.010,0.001,0.001,75.550,-0.512
'[13:01:08.180 19/05/1995]',0.010,0.001,0.001,75.550,-0.512
'[13:01:08.182 19/05/1995]',0.010,0.001,0.001,75.550,-0.512
'[13:01:08.184 19/05/1995]',0.010,0.001,0.001,74.850,-0.512
'[13:01:08.186 19/05/1995]',0.010,0.001,0.001,74.850,-0.512
'[13:01:08.188 19/05/1995]',0.010,0.001,0.001,74.850,-0.512
'[13:01:08.190 19/05/1995]',0.010,0.001,0.001,74.850,-0.512
'[13:01:08.192 19/05/1995]',0.010,0.001,0.001,74.050,-0.512
'[13:01:08.194 19/05/1995]',0.010,0.001,0.001,74.050,-0.512
'[13:01:08.196 19/05/1995]',0.010,0.001,0.001,74.050,-0.512
'[13:01:08.198 19/05/1995]',0.010,0.001,0.001,74.050,-0.512
'[13:01:08.200 19/05/1995]',0.010,0.001,0.001,73.050,-0.512
'[13:01:08.202 19/05/1995]',0.010,0.001,0.001,73.050,-0.512
'[13:01:08.204 19/05/1995]',0.010,0.001,0.001,73.050,-0.512
'[13:01:08.206 19/05/1995]',0.010,0.001,0.001,73.050,-0.512
'[13:01:08.208 19/05/1995]',0.010,0.001,0.001,72.000,-0.512
'[13:01:08.210 19/05/1995]',0.010,0.001,0.001,72.000,-0.512
'[13:01:08.212 19/05/1995]',0.010,0.001,0.001,72.000,-0.512
'[13:01:08.214 19/05/1995]',0.010,0.001,0.001,72.000,-0.512
'[13:01:08.216 19/05/1995]',0.010,0.001,0.001,71.000,-0.512
'[13:01:08.218 19/05/1995]',0.010,0.001,0.001,71.000,-0.512
'[13:01:08.220 19/05/1995]',0.010,0.001,0.001,71.000,-0.512
'[13:01:08.222 19/05/1995]',0.010,0.001,0.001,71.000,-0.512
'[13:01:08.224 19/05/1995]',0.010,0.001,0.001,69.950,-0.512
'[13:01:08.226 19/05/1995]',0.010,0.001,0.001,69.950,-0.512
'[13:01:08.228 19/05/1995]',0.010,0.001,0.001,69.950,-0.512
'[13:01:08.230 19/05/1995]',0.010,0.001,0.001,69.950,-0.512
'[13:01:08.232 19/05/1995]',0.010,0.001,0.001,68.950,-0.512
'[13:01:08.234 19/05/1995]',0.010,0.001,0.001,68.950,-0.512
'[13:01:08.236 19/05/1995]',0.010,0.001,0.001,68.950,-0.512
'[13:01:08.238 19/05/1995]',0.010,0.001,0.001,68.950,-0.512
'[13:01:08.240 19/05/1995]',0.010,0.001,0.001,68.000,-0.512
'[13:01:08.242 19/05/1995]',0.010,0.001,0.001,68.000,-0.512
'[13:01:08.244 19/05/1995]',0.010,0.001,0.001,68.000,-0.512
'[13:01:08.246 19/05/1995]',0.010,0.001,0.001,68.000,-0.512
'[13:01:08.248 19/05/1995]',0.010,0.001,0.001,67.200,-0.512
'[13:01:08.250 19/05/1995]',0.010,0.001,0.001,67.200,-0.512
'[13:01:08.252 19/05/1995]',0.010,0.001,0.001,67.200,-0.512
'[13:01:08.254 19/05/1995]',0.010,0.001,0.001,67.200,-0.512
'[13:01:08.256 19/05/1995]',0.010,0.001,0.001,66.300,-0.512
'[13:01:08.258 19/05/1995]',0.010,0.001,0.001,66.300,-0.512
'[13:01:08.260 19/05/1995]',0.010,0.001,0.001,66.300,-0.512
'[13:01:08.262 19/05/1995]',0.010,0.001,0.001,66.300,-0.512
'[13:01:08.264 19/05/1995]',0.010,0.001,0.001,65.500,-0.512
'[13:01:08.266 19/05/1995]',0.010,0.001,0.001,65.500,-0.512
'[13:01:08.268 19/05/1995]',0.010,0.001,0.001,65.500,-0.512
'[13:01:08.270 19/05/1995]',0.010,0.001,0.001,65.500,-0.512
'[13:01:08.272 19/05/1995]',0.010,0.001,0.001,64.850,-0.512
'[13:01:08.274 19/05/1995]',0.010,0.001,0.001,64.850,-0.512
'[13:01:08.276 19/05/1995]',0.010,0.001,0.001,64.850,-0.512
'[13:01:08.278 19/05/1995]',0.010,0.001,0.001,64.850,-0.512
'[13:01:08.280 19/05/1995]',0.010,0.001,0.001,64.300,-0.512
'[13:01:08.282 19/05/1995]',0.010,0.001,0.001,64.300,-0.512
'[13:01:08.284 19/05/1995]',0.010,0.001,0.001,64.300,-0.512
'[13:01:08.286 19/05/1995]',0.010,0.001,0.001,64.300,-0.512
'[13:01:08.288 19/05/1995]',0.010,0.001,0.001,64.000,-0.512
'[13:01:08.290 19/05/1995]',0.010,0.001,0.001,64.000,-0.512
'[13:01:08.292 19/05/1995]',0.010,0.001,0.001,64.000,-0.512
'[13:01:08.294 19/05/1995]',0.010,0.001,0.001,64.000,-0.512
'[13:01:08.296 19/05/1995]',0.010,0.001,0.001,64.150,-0.512
'[13:01:08.298 19/05/1995]',0.010,0.001,0.001,64.150,-0.512
'[13:01:08.300 19/05/1995]',0.010,0.001,0.001,64.150,-0.512
'[13:01:08.302 19/05/1995]',0.010,0.001,0.001,64.150,-0.512
'[13:01:08.304 19/05/1995]',0.010,0.001,0.001,64.800,-0.512
'[13:01:08.306 19/05/1995]',0.010,0.001,0.001,64.800,-0.512
'[13:01:08.308 19/05/1995]',0.010,0.001,0.001,64.800,-0.512
'[13:01:08.310 19/05/1995]',0.010,0.001,0.001,64.800,-0.512
'[13:01:08.312 19/05/1995]',0.010,0.001,0.001,66.150,-0.512
'[13:01:08.314 19/05/1995]',0.010,0.001,0.001,66.150,-0.512
'[13:01:08.316 19/05/1995]',0.010,0.001,0.001,66.150,-0.512
'[13:01:08.318 19/05/1995]',0.010,0.001,0.001,66.150,-0.512
'[13:01:08.320 19/05/1995]',0.010,0.001,0.001,68.250,-0.512
'[13:01:08.322 19/05/1995]',0.010,0.001,0.001,68.250,-0.512
'[13:01:08.324 19/05/1995]',0.010,0.001,0.001,68.250,-0.512
'[13:01:08.326 19/05/1995]',0.010,0.001,0.001,68.250,-0.512
'[13:01:08.328 19/05/1995]',0.010,0.001,0.001,71.150,-0.512
'[13:01:08.330 19/05/1995]',0.010,0.001,0.001,71.150,-0.512
'[13:01:08.332 19/05/1995]',0.010,0.001,0.001,71.150,-0.512
'[13:01:08.334 19/05/1995]',0.010,0.001,0.001,71.150,-0.512
'[13:01:08.336 19/05/1995]',0.010,0.001,0.001,73.500,-0.512
'[13:01:08.338 19/05/1995]',0.010,0.001,0.001,73.500,-0.512
'[13:01:08.340 19/05/1995]',0.010,0.001,0.001,73.500,-0.512
'[13:01:08.342 19/05/1995]',0.010,0.001,0.001,73.500,-0.512
'[13:01:08.344 19/05/1995]',0.010,0.001,0.001,70.400,-0.512
'[13:01:08.346 19/05/1995]',0.010,0.001,0.001,70.400,-0.512
'[13:01:08.348 19/05/1995]',0.010,0.001,0.001,70.400,-0.512
'[13:01:08.350 19/05/1995]',0.010,0.001,0.001,70.400,-0.512
'[13:01:08.352 19/05/1995]',0.010,0.001,0.001,56.150,-0.512
'[13:01:08.354 19/05/1995]',0.010,0.001,0.001,56.150,-0.512
'[13:01:08.356 19/05/1995]',0.010,0.001,0.001,56.150,-0.512
'[13:01:08.358 19/05/1995]',0.010,0.001,0.001,56.150,-0.512
'[13:01:08.360 19/05/1995]',0.010,0.001,0.001,33.250,-0.512
'[13:01:08.362 19/05/1995]',0.010,0.001,0.001,33.250,-0.512
'[13:01:08.364 19/05/1995]',0.010,0.001,0.001,33.250,-0.512
'[13:01:08.366 19/05/1995]',0.010,0.001,0.001,33.250,-0.512
'[13:01:08.368 19/05/1995]',0.010,0.001,0.001,13.150,-0.512
'[13:01:08.370 19/05/1995]',0.010,0.001,0.001,13.150,-0.512
'[13:01:08.372 19/05/1995]',0.010,0.001,0.001,13.150,-0.512
'[13:01:08.374 19/05/1995]',0.010,0.001,0.001,13.150,-0.512
'[13:01:08.376 19/05/1995]',0.010,0.001,0.001,3.000,-0.512
'[13:01:08.378 19/05/1995]',0.010,0.001,0.001,3.000,-0.512
'[13:01:08.380 19/05/1995]',0.010,0.001,0.001,3.000,-0.512
'[13:01:08.382 19/05/1995]',0.010,0.001,0.001,3.000,-0.512
'[13:01:08.384 19/05/1995]',0.010,0.001,0.001,0.350,-0.512
'[13:01:08.386 19/05/1995]',0.010,0.001,0.001,0.350,-0.512
'[13:01:08.388 19/05/1995]',0.010,0.001,0.001,0.350,-0.512
'[13:01:08.390 19/05/1995]',0.010,0.001,0.001,0.350,-0.512
'[13:01:08.392 19/05/1995]',0.010,0.001,0.001,0.050,-0.512
'[13:01:08.394 19/05/1995]',0.010,0.001,0.001,0.050,-0.512
'[13:01:08.396 19/05/1995]',0.010,0.001,0.001,0.050,-0.512
'[13:01:08.398 19/05/1995]',0.010,0.001,0.001,0.050,-0.512
'[13:01:08.400 19/05/1995]',0.010,0.001,0.001,0.050,-0.512
'[13:01:08.402 19/05/1995]',0.010,0.001,0.001,0.050,-0.512
'[13:01:08.404 19/05/1995]',0.010,0.001,0.001,0.050,-0.512
'[13:01:08.406 19/05/1995]',0.010,0.001,0.001,0.050,-0.512
'[13:01:08.408 19/05/1995]',0.010,0.001,0.001,0.050,-0.512
'[13:01:08.410 19/05/1995]',0.010,0.001,0.001,0.050,-0.512
'[13:01:08.412 19/05/1995]',0.010,0.001,0.001,0.050,-0.512
'[13:01:08.414 19/05/1995]',0.010,0.001,0.001,0.050,-0.512
'[13:01:08.416 19/05/1995]',0.010,0.001,0.001,0.050,-0.512
'[13:01:08.418 19/05/1995]',0.010,0.001,0.001,0.050,-0.512
'[13:01:08.420 19/05/1995]',0.010,0.001,0.001,0.050,-0.512
'[13:01:08.422 19/05/1995]',0.010,0.001,0.001,0.050,-0.512
'[13:01:08.424 19/05/1995]',0.010,0.001,0.001,0.050,-0.512
'[13:01:08.426 19/05/1995]',0.010,0.001,0.001,0.050,-0.512
'[13:01:08.428 19/05/1995]',0.010,0.001,0.001,0.050,-0.512
'[13:01:08.430 19/05/1995]',0.010,0.001,0.001,0.050,-0.512
'[13:01:08.432 19/05/1995]',0.010,0.001,0.001,0.050,-0.512
'[13:01:08.434 19/05/1995]',0.010,0.001,0.001,0.050,-0.512
'[13:01:08.436 19/05/1995]',0.010,0.001,0.001,0.050,-0.512
'[13:01:08.438 19/05/1995]',0.010,0.001,0.001,0.050,-0.512
'[13:01:08.440 19/05/1995]',0.010,0.001,0.001,0.050,-0.512
'[13:01:08.442 19/05/1995]',0.010,0.001,0.001,0.050,-0.512
'[13:01:08.444 19/05/1995]',0.010,0.001,0.001,0.050,-0.512
'[13:01:08.446 19/05/1995]',0.010,0.001,0.001,0.050,-0.512
'[13:01:08.448 19/05/1995]',0.010,0.001,0.001,0.050,-0.512
'[13:01:08.450 19/05/1995]',0.010,0.001,0.001,0.050,-0.512
'[13:01:08.452 19/05/1995]',0.010,0.001,0.001,0.050,-0.512
'[13:01:08.454 19/05/1995]',0.010,0.001,0.001,0.050,-0.512
'[13:01:08.456 19/05/1995]',0.010,0.001,0.001,0.050,-0.512
'[13:01:08.458 19/05/1995]',0.010,0.001,0.001,0.050,-0.512
'[13:01:08.460 19/05/1995]',0.010,0.001,0.001,0.050,-0.512
'[13:01:08.462 19/05/1995]',0.010,0.001,0.001,0.050,-0.512
'[13:01:08.464 19/05/1995]',0.010,0.001,0.001,0.050,-0.512
'[13:01:08.466 19/05/1995]',0.010,0.001,0.001,0.050,-0.512
'[13:01:08.468 19/05/1995]',0.010,0.001,0.001,0.050,-0.512
'[13:01:08.470 19/05/1995]',0.010,0.001,0.001,0.050,-0.512
'[13:01:08.472 19/05/1995]',0.010,0.001,0.001,0.050,-0.512
'[13:01:08.474 19/05/1995]',0.010,0.001,0.001,0.050,-0.512
'[13:01:08.476 19/05/1995]',0.010,0.001,0.001,0.050,-0.512
'[13:01:08.478 19/05/1995]',0.010,0.001,0.001,0.050,-0.512
'[13:01:08.480 19/05/1995]',0.010,0.001,0.001,0.050,-0.512
'[13:01:08.482 19/05/1995]',0.010,0.001,0.001,0.050,-0.512
'[13:01:08.484 19/05/1995]',0.010,0.001,0.001,0.050,-0.512
'[13:01:08.486 19/05/1995]',0.010,0.001,0.001,0.050,-0.512
'[13:01:08.488 19/05/1995]',0.010,0.001,0.001,0.050,-0.512
'[13:01:08.490 19/05/1995]',0.010,0.001,0.001,0.050,-0.512
'[13:01:08.492 19/05/1995]',0.010,0.001,0.001,0.050,-0.512
'[13:01:08.494 19/05/1995]',0.010,0.001,0.001,0.050,-0.512
'[13:01:08.496 19/05/1995]',0.010,0.001,0.001,0.050,-0.512
'[13:01:08.498 19/05/1995]',0.010,0.001,0.001,0.050,-0.512
'[13:01:08.500 19/05/1995]',0.010,0.001,0.001,0.050,-0.512
'[13:01:08.502 19/05/1995]',0.010,0.001,0.001,0.050,-0.512
'[13:01:08.504 19/05/1995]',0.010,0.001,0.001,0.050,-0.512
'[13:01:08.506 19/05/1995]',0.010,0.001,0.001,0.050,-0.512
'[13:01:08.508 19/05/1995]',0.010,0.001,0.001,0.050,-0.512
'[13:01:08.510 19/05/1995]',0.010,0.001,0.001,0.050,-0.512
'[13:01:08.512 19/05/1995]',0.010,0.001,0.001,0.050,-0.512
'[13:01:08.514 19/05/1995]',0.010,0.001,0.001,0.050,-0.512
'[13:01:08.516 19/05/1995]',0.010,0.001,0.001,0.050,-0.512
'[13:01:08.518 19/05/1995]',0.010,0.001,0.001,0.050,-0.512
'[13:01:08.520 19/05/1995]',0.010,0.001,0.001,0.050,-0.512
'[13:01:08.522 19/05/1995]',0.010,0.001,0.001,0.050,-0.512
'[13:01:08.524 19/05/1995]',0.010,0.001,0.001,0.050,-0.512
'[13:01:08.526 19/05/1995]',0.010,0.001,0.001,0.050,-0.512
'[13:01:08.528 19/05/1995]',0.011,0.001,0.001,0.050,-0.512
'[13:01:08.530 19/05/1995]',0.012,0.001,0.001,0.050,-0.512
'[13:01:08.532 19/05/1995]',0.015,0.001,0.001,0.050,-0.512
'[13:01:08.534 19/05/1995]',0.019,0.001,0.001,0.050,-0.512
'[13:01:08.536 19/05/1995]',0.022,0.001,0.001,0.050,-0.512
'[13:01:08.538 19/05/1995]',0.026,0.001,0.001,0.050,-0.512
'[13:01:08.540 19/05/1995]',0.030,0.001,0.001,0.050,-0.512
'[13:01:08.542 19/05/1995]',0.035,0.001,0.001,0.050,-0.512
'[13:01:08.544 19/05/1995]',0.039,0.174,0.101,0.050,-0.512
'[13:01:08.546 19/05/1995]',0.043,0.174,0.101,0.050,-0.512
'[13:01:08.548 19/05/1995]',0.045,0.164,0.093,0.050,-0.512
'[13:01:08.550 19/05/1995]',0.046,0.174,0.093,0.050,-0.512
'[13:01:08.552 19/05/1995]',0.047,0.174,0.101,0.050,-0.512
'[13:01:08.554 19/05/1995]',0.048,0.164,0.093,0.050,-0.512
'[13:01:08.556 19/05/1995]',0.047,0.164,0.093,0.050,-0.512
'[13:01:08.558 19/05/1995]',0.046,0.164,0.093,0.050,-0.512
'[13:01:08.560 19/05/1995]',0.045,0.164,0.093,0.050,-0.512
'[13:01:08.562 19/05/1995]',0.044,0.164,0.093,0.050,-0.512
'[13:01:08.564 19/05/1995]',0.044,0.164,0.093,0.050,-0.512
'[13:01:08.566 19/05/1995]',0.044,0.164,0.093,0.050,-0.512
'[13:01:08.568 19/05/1995]',0.043,0.164,0.093,0.500,-0.512
'[13:01:08.570 19/05/1995]',0.042,0.164,0.093,0.500,-0.512
'[13:01:08.572 19/05/1995]',0.042,0.164,0.093,0.500,-0.512
'[13:01:08.574 19/05/1995]',0.041,0.164,0.093,0.500,-0.512
'[13:01:08.576 19/05/1995]',0.041,0.164,0.093,3.250,-0.512
'[13:01:08.578 19/05/1995]',0.041,0.164,0.093,3.250,-0.512
'[13:01:08.580 19/05/1995]',0.041,0.154,0.093,3.250,-0.512
'[13:01:08.582 19/05/1995]',0.041,0.154,0.093,3.250,-0.512
'[13:01:08.584 19/05/1995]',0.040,0.164,0.093,10.300,-0.512
'[13:01:08.586 19/05/1995]',0.039,0.164,0.093,10.300,-0.512
'[13:01:08.588 19/05/1995]',0.039,0.154,0.093,10.300,-0.512
'[13:01:08.590 19/05/1995]',0.038,0.154,0.093,10.300,-0.512
'[13:01:08.592 19/05/1995]',0.038,0.154,0.093,19.650,-0.512
'[13:01:08.594 19/05/1995]',0.037,0.154,0.093,19.650,-0.512
'[13:01:08.596 19/05/1995]',0.036,0.154,0.093,19.650,-0.512
'[13:01:08.598 19/05/1995]',0.036,0.154,0.084,19.650,-0.512
'[13:01:08.600 19/05/1995]',0.036,0.154,0.084,26.700,-0.512
'[13:01:08.602 19/05/1995]',0.036,0.144,0.084,26.700,-0.512
'[13:01:08.604 19/05/1995]',0.036,0.144,0.084,26.700,-0.512
'[13:01:08.606 19/05/1995]',0.036,0.144,0.076,26.700,-0.512
'[13:01:08.608 19/05/1995]',0.037,0.144,0.076,29.500,-0.512
'[13:01:08.610 19/05/1995]',0.037,0.144,0.076,29.500,-0.512
'[13:01:08.612 19/05/1995]',0.038,0.144,0.076,29.500,-0.512
'[13:01:08.614 19/05/1995]',0.039,0.134,0.076,29.500,-0.512
'[13:01:08.616 19/05/1995]',0.039,0.134,0.076,30.000,-0.512
'[13:01:08.618 19/05/1995]',0.039,0.134,0.076,30.000,-0.512
'[13:01:08.620 19/05/1995]',0.038,0.134,0.076,30.000,-0.512
'[13:01:08.622 19/05/1995]',0.038,0.134,0.076,30.000,-0.512
'[13:01:08.624 19/05/1995]',0.038,0.134,0.076,30.050,-0.512
'[13:01:08.626 19/05/1995]',0.039,0.134,0.076,30.050,-0.512
'[13:01:08.628 19/05/1995]',0.039,0.134,0.076,30.050,-0.512
'[13:01:08.630 19/05/1995]',0.039,0.134,0.076,30.050,-0.512
'[13:01:08.632 19/05/1995]',0.038,0.134,0.076,30.050,-0.512
'[13:01:08.634 19/05/1995]',0.038,0.134,0.076,30.050,-0.512
'[13:01:08.636 19/05/1995]',0.038,0.134,0.076,30.050,-0.512
'[13:01:08.638 19/05/1995]',0.039,0.144,0.076,30.050,-0.512
'[13:01:08.640 19/05/1995]',0.039,0.134,0.076,30.050,-0.512
'[13:01:08.642 19/05/1995]',0.039,0.134,0.076,30.050,-0.512
'[13:01:08.644 19/05/1995]',0.039,0.134,0.076,30.050,-0.512
'[13:01:08.646 19/05/1995]',0.039,0.134,0.076,30.050,-0.512
'[13:01:08.648 19/05/1995]',0.039,0.134,0.076,30.050,-0.512
'[13:01:08.650 19/05/1995]',0.039,0.134,0.076,30.050,-0.512
'[13:01:08.652 19/05/1995]',0.039,0.134,0.076,30.050,-0.512
'[13:01:08.654 19/05/1995]',0.039,0.123,0.076,30.050,-0.512
'[13:01:08.656 19/05/1995]',0.039,0.134,0.076,30.050,-0.512
'[13:01:08.658 19/05/1995]',0.039,0.123,0.076,30.050,-0.512
'[13:01:08.660 19/05/1995]',0.039,0.134,0.076,30.050,-0.512
'[13:01:08.662 19/05/1995]',0.039,0.123,0.076,30.050,-0.512
'[13:01:08.664 19/05/1995]',0.039,0.134,0.076,30.050,-0.512
'[13:01:08.666 19/05/1995]',0.039,0.123,0.076,30.050,-0.512
'[13:01:08.668 19/05/1995]',0.038,0.134,0.076,30.050,-0.512
'[13:01:08.670 19/05/1995]',0.037,0.123,0.076,30.050,-0.512
'[13:01:08.672 19/05/1995]',0.036,0.123,0.076,30.050,-0.512
'[13:01:08.674 19/05/1995]',0.035,0.123,0.076,30.050,-0.512
'[13:01:08.676 19/05/1995]',0.035,0.113,0.068,30.050,-0.512
'[13:01:08.678 19/05/1995]',0.034,0.113,0.068,30.050,-0.512
'[13:01:08.680 19/05/1995]',0.034,0.113,0.076,30.050,-0.512
'[13:01:08.682 19/05/1995]',0.034,0.113,0.068,30.050,-0.512
'[13:01:08.684 19/05/1995]',0.034,0.123,0.068,30.050,-0.512
'[13:01:08.686 19/05/1995]',0.034,0.113,0.076,30.050,-0.512
'[13:01:08.688 19/05/1995]',0.034,0.113,0.068,30.050,-0.512
'[13:01:08.690 19/05/1995]',0.034,0.113,0.068,30.050,-0.512
'[13:01:08.692 19/05/1995]',0.034,0.113,0.068,30.050,-0.512
'[13:01:08.694 19/05/1995]',0.034,0.113,0.068,30.050,-0.512
'[13:01:08.696 19/05/1995]',0.034,0.113,0.068,30.050,-0.512
'[13:01:08.698 19/05/1995]',0.034,0.113,0.068,30.050,-0.512
'[13:01:08.700 19/05/1995]',0.034,0.113,0.068,30.050,-0.512
'[13:01:08.702 19/05/1995]',0.034,0.113,0.068,30.050,-0.512
'[13:01:08.704 19/05/1995]',0.034,0.103,0.068,30.050,-0.512
'[13:01:08.706 19/05/1995]',0.034,0.113,0.068,30.050,-0.512
'[13:01:08.708 19/05/1995]',0.034,0.113,0.068,30.050,-0.512
'[13:01:08.710 19/05/1995]',0.034,0.103,0.068,30.050,-0.512
'[13:01:08.712 19/05/1995]',0.034,0.113,0.068,30.050,-0.512
'[13:01:08.714 19/05/1995]',0.034,0.103,0.068,30.050,-0.512
'[13:01:08.716 19/05/1995]',0.034,0.113,0.068,30.050,-0.512
'[13:01:08.718 19/05/1995]',0.034,0.113,0.068,30.050,-0.512
'[13:01:08.720 19/05/1995]',0.035,0.113,0.068,30.050,-0.512
'[13:01:08.722 19/05/1995]',0.035,0.103,0.068,30.050,-0.512
'[13:01:08.724 19/05/1995]',0.035,0.113,0.068,30.050,-0.512
'[13:01:08.726 19/05/1995]',0.035,0.103,0.068,30.050,-0.512
'[13:01:08.728 19/05/1995]',0.034,0.103,0.068,30.050,-0.512
'[13:01:08.730 19/05/1995]',0.034,0.103,0.059,30.050,-0.512
'[13:01:08.732 19/05/1995]',0.033,0.103,0.068,30.050,-0.512
'[13:01:08.734 19/05/1995]',0.033,0.103,0.059,30.050,-0.512
'[13:01:08.736 19/05/1995]',0.032,0.103,0.068,30.050,-0.512
'[13:01:08.738 19/05/1995]',0.031,0.103,0.059,30.050,-0.512
'[13:01:08.740 19/05/1995]',0.031,0.103,0.059,30.050,-0.512
'[13:01:08.742 19/05/1995]',0.031,0.103,0.059,30.050,-0.512
'[13:01:08.744 19/05/1995]',0.033,0.103,0.059,30.050,-0.512
'[13:01:08.746 19/05/1995]',0.034,0.103,0.059,30.050,-0.512
'[13:01:08.748 19/05/1995]',0.034,0.103,0.059,30.050,-0.512
'[13:01:08.750 19/05/1995]',0.034,0.103,0.059,30.050,-0.512
'[13:01:08.752 19/05/1995]',0.034,0.103,0.059,30.050,-0.512
'[13:01:08.754 19/05/1995]',0.034,0.103,0.059,30.050,-0.512
'[13:01:08.756 19/05/1995]',0.033,0.103,0.059,30.050,-0.512
'[13:01:08.758 19/05/1995]',0.033,0.103,0.059,30.050,-0.512
'[13:01:08.760 19/05/1995]',0.032,0.103,0.059,30.050,-0.512
'[13:01:08.762 19/05/1995]',0.031,0.103,0.059,30.050,-0.512
'[13:01:08.764 19/05/1995]',0.031,0.103,0.059,30.050,-0.512
'[13:01:08.766 19/05/1995]',0.031,0.103,0.059,30.050,-0.512
'[13:01:08.768 19/05/1995]',0.031,0.103,0.059,30.050,-0.512
'[13:01:08.770 19/05/1995]',0.031,0.103,0.059,30.050,-0.512
'[13:01:08.772 19/05/1995]',0.031,0.103,0.059,30.050,-0.512
'[13:01:08.774 19/05/1995]',0.031,0.093,0.059,30.050,-0.512
'[13:01:08.776 19/05/1995]',0.031,0.093,0.051,30.050,-0.512
'[13:01:08.778 19/05/1995]',0.031,0.103,0.051,30.050,-0.512
'[13:01:08.780 19/05/1995]',0.031,0.103,0.059,30.050,-0.512
'[13:01:08.782 19/05/1995]',0.031,0.103,0.051,30.050,-0.512
'[13:01:08.784 19/05/1995]',0.031,0.103,0.059,30.050,-0.512
'[13:01:08.786 19/05/1995]',0.031,0.093,0.051,30.050,-0.512
'[13:01:08.788 19/05/1995]',0.030,0.093,0.051,30.050,-0.512
