'Time and date','aVR','II','V','ABP','PLETH','RESP'
'[09:10:57.526 26/12/1995]',-0.057,0.107,-0.033,82.888,-0.153,-0.634
'[09:10:57.528 26/12/1995]',-0.055,0.107,-0.027,86.845,-0.085,-0.635
'[09:10:57.530 26/12/1995]',-0.053,0.107,-0.027,86.845,-0.085,-0.635
'[09:10:57.532 26/12/1995]',-0.051,0.099,-0.027,86.845,-0.085,-0.635
'[09:10:57.534 26/12/1995]',-0.048,0.099,-0.027,86.845,-0.085,-0.635
'[09:10:57.536 26/12/1995]',-0.046,0.092,-0.027,90.200,-0.008,-0.634
'[09:10:57.538 26/12/1995]',-0.044,0.092,-0.020,90.200,-0.008,-0.634
'[09:10:57.540 26/12/1995]',-0.042,0.084,-0.020,90.200,-0.008,-0.634
'[09:10:57.542 26/12/1995]',-0.039,0.084,-0.020,90.200,-0.008,-0.634
'[09:10:57.544 26/12/1995]',-0.037,0.092,-0.020,92.855,0.072,-0.631
'[09:10:57.546 26/12/1995]',-0.035,0.084,-0.020,92.855,0.072,-0.631
'[09:10:57.548 26/12/1995]',-0.033,0.076,-0.020,92.855,0.072,-0.631
'[09:10:57.550 26/12/1995]',-0.031,0.076,-0.020,92.855,0.072,-0.631
'[09:10:57.552 26/12/1995]',-0.029,0.076,-0.020,94.858,0.152,-0.627
'[09:10:57.554 26/12/1995]',-0.028,0.069,-0.013,94.858,0.152,-0.627
'[09:10:57.556 26/12/1995]',-0.028,0.046,-0.013,94.858,0.152,-0.627
'[09:10:57.558 26/12/1995]',-0.028,0.054,-0.013,94.858,0.152,-0.627
'[09:10:57.560 26/12/1995]',-0.027,0.069,-0.013,96.260,0.229,-0.621
'[09:10:57.562 26/12/1995]',-0.027,0.076,-0.020,96.260,0.229,-0.621
'[09:10:57.564 26/12/1995]',-0.027,0.069,-0.020,96.260,0.229,-0.621
'[09:10:57.566 26/12/1995]',-0.027,0.069,-0.020,96.260,0.229,-0.621
'[09:10:57.568 26/12/1995]',-0.027,0.054,-0.020,97.212,0.304,-0.614
'[09:10:57.570 26/12/1995]',-0.027,0.046,-0.020,97.212,0.304,-0.614
'[09:10:57.572 26/12/1995]',-0.027,0.054,-0.020,97.212,0.304,-0.614
'[09:10:57.574 26/12/1995]',-0.026,0.069,-0.013,97.212,0.304,-0.614
'[09:10:57.576 26/12/1995]',-0.026,0.069,-0.020,97.663,0.369,-0.606
'[09:10:57.578 26/12/1995]',-0.025,0.054,-0.020,97.663,0.369,-0.606
'[09:10:57.580 26/12/1995]',-0.025,0.069,-0.020,97.663,0.369,-0.606
'[09:10:57.582 26/12/1995]',-0.024,0.054,-0.020,97.663,0.369,-0.606
'[09:10:57.584 26/12/1995]',-0.024,0.054,-0.020,97.863,0.442,-0.597
'[09:10:57.586 26/12/1995]',-0.024,0.046,-0.006,97.863,0.442,-0.597
'[09:10:57.588 26/12/1995]',-0.024,0.046,-0.013,97.863,0.442,-0.597
'[09:10:57.590 26/12/1995]',-0.023,0.046,-0.013,97.863,0.442,-0.597
'[09:10:57.592 26/12/1995]',-0.023,0.046,-0.013,97.663,0.503,-0.587
'[09:10:57.594 26/12/1995]',-0.023,0.054,-0.013,97.663,0.503,-0.587
'[09:10:57.596 26/12/1995]',-0.022,0.054,-0.020,97.663,0.503,-0.587
'[09:10:57.598 26/12/1995]',-0.022,0.054,-0.013,97.663,0.503,-0.587
'[09:10:57.600 26/12/1995]',-0.021,0.054,-0.013,97.112,0.560,-0.577
'[09:10:57.602 26/12/1995]',-0.021,0.054,-0.013,97.112,0.560,-0.577
'[09:10:57.604 26/12/1995]',-0.020,0.046,-0.013,97.112,0.560,-0.577
'[09:10:57.606 26/12/1995]',-0.019,0.038,-0.006,97.112,0.560,-0.577
'[09:10:57.608 26/12/1995]',-0.019,0.046,-0.013,96.160,0.614,-0.569
'[09:10:57.610 26/12/1995]',-0.018,0.046,-0.013,96.160,0.614,-0.569
'[09:10:57.612 26/12/1995]',-0.018,0.046,-0.013,96.160,0.614,-0.569
'[09:10:57.614 26/12/1995]',-0.018,0.046,-0.013,96.160,0.614,-0.569
'[09:10:57.616 26/12/1995]',-0.018,0.046,-0.006,94.808,0.659,-0.561
'[09:10:57.618 26/12/1995]',-0.019,0.038,-0.006,94.808,0.659,-0.561
'[09:10:57.620 26/12/1995]',-0.021,0.038,-0.013,94.808,0.659,-0.561
'[09:10:57.622 26/12/1995]',-0.022,0.038,-0.006,94.808,0.659,-0.561
'[09:10:57.624 26/12/1995]',-0.025,0.038,-0.006,93.155,0.701,-0.554
'[09:10:57.626 26/12/1995]',-0.028,0.046,-0.006,93.155,0.701,-0.554
'[09:10:57.628 26/12/1995]',-0.030,0.046,-0.006,93.155,0.701,-0.554
'[09:10:57.630 26/12/1995]',-0.032,0.054,-0.006,93.155,0.701,-0.554
'[09:10:57.632 26/12/1995]',-0.035,0.054,-0.006,91.252,0.747,-0.548
'[09:10:57.634 26/12/1995]',-0.037,0.076,-0.013,91.252,0.747,-0.548
'[09:10:57.636 26/12/1995]',-0.038,0.069,-0.013,91.252,0.747,-0.548
'[09:10:57.638 26/12/1995]',-0.040,0.069,-0.006,91.252,0.747,-0.548
'[09:10:57.640 26/12/1995]',-0.042,0.069,-0.006,89.249,0.777,-0.540
'[09:10:57.642 26/12/1995]',-0.043,0.069,-0.013,89.249,0.777,-0.540
'[09:10:57.644 26/12/1995]',-0.046,0.069,-0.013,89.249,0.777,-0.540
'[09:10:57.646 26/12/1995]',-0.049,0.076,-0.013,89.249,0.777,-0.540
'[09:10:57.648 26/12/1995]',-0.053,0.076,-0.013,87.095,0.811,-0.532
'[09:10:57.650 26/12/1995]',-0.056,0.076,-0.013,87.095,0.811,-0.532
'[09:10:57.652 26/12/1995]',-0.060,0.084,-0.020,87.095,0.811,-0.532
'[09:10:57.654 26/12/1995]',-0.064,0.084,-0.013,87.095,0.811,-0.532
'[09:10:57.656 26/12/1995]',-0.067,0.084,-0.020,84.741,0.842,-0.522
'[09:10:57.658 26/12/1995]',-0.070,0.092,-0.013,84.741,0.842,-0.522
'[09:10:57.660 26/12/1995]',-0.073,0.099,-0.013,84.741,0.842,-0.522
'[09:10:57.662 26/12/1995]',-0.077,0.107,-0.013,84.741,0.842,-0.522
'[09:10:57.664 26/12/1995]',-0.080,0.107,-0.013,82.237,0.865,-0.514
'[09:10:57.666 26/12/1995]',-0.083,0.107,-0.013,82.237,0.865,-0.514
'[09:10:57.668 26/12/1995]',-0.087,0.107,-0.013,82.237,0.865,-0.514
'[09:10:57.670 26/12/1995]',-0.091,0.107,-0.013,82.237,0.865,-0.514
'[09:10:57.672 26/12/1995]',-0.095,0.114,-0.013,79.633,0.884,-0.507
'[09:10:57.674 26/12/1995]',-0.100,0.114,-0.006,79.633,0.884,-0.507
'[09:10:57.676 26/12/1995]',-0.105,0.122,0.001,79.633,0.884,-0.507
'[09:10:57.678 26/12/1995]',-0.111,0.137,0.001,79.633,0.884,-0.507
'[09:10:57.680 26/12/1995]',-0.117,0.137,0.001,77.078,0.895,-0.501
'[09:10:57.682 26/12/1995]',-0.124,0.152,0.001,77.078,0.895,-0.501
'[09:10:57.684 26/12/1995]',-0.130,0.152,-0.006,77.078,0.895,-0.501
'[09:10:57.686 26/12/1995]',-0.136,0.160,0.001,77.078,0.895,-0.501
'[09:10:57.688 26/12/1995]',-0.139,0.167,0.007,74.574,0.903,-0.497
'[09:10:57.690 26/12/1995]',-0.143,0.175,0.014,74.574,0.903,-0.497
'[09:10:57.692 26/12/1995]',-0.143,0.182,0.014,74.574,0.903,-0.497
'[09:10:57.694 26/12/1995]',-0.144,0.190,0.014,74.574,0.903,-0.497
'[09:10:57.696 26/12/1995]',-0.146,0.190,0.021,72.370,0.907,-0.496
'[09:10:57.698 26/12/1995]',-0.149,0.190,0.021,72.370,0.907,-0.496
'[09:10:57.700 26/12/1995]',-0.157,0.182,0.028,72.370,0.907,-0.496
'[09:10:57.702 26/12/1995]',-0.165,0.167,0.021,72.370,0.907,-0.496
'[09:10:57.704 26/12/1995]',-0.185,0.160,0.021,70.317,0.903,-0.501
'[09:10:57.706 26/12/1995]',-0.204,0.167,0.028,70.317,0.903,-0.501
'[09:10:57.708 26/12/1995]',-0.240,0.182,0.034,70.317,0.903,-0.501
'[09:10:57.710 26/12/1995]',-0.277,0.213,0.055,70.317,0.903,-0.501
'[09:10:57.712 26/12/1995]',-0.333,0.250,0.068,68.514,0.895,-0.510
'[09:10:57.714 26/12/1995]',-0.390,0.288,0.075,68.514,0.895,-0.510
'[09:10:57.716 26/12/1995]',-0.463,0.326,0.096,68.514,0.895,-0.510
'[09:10:57.718 26/12/1995]',-0.535,0.379,0.102,68.514,0.895,-0.510
'[09:10:57.720 26/12/1995]',-,0.455,0.129,66.911,0.888,-0.523
'[09:10:57.722 26/12/1995]',-,0.569,0.157,66.911,0.888,-0.523
'[09:10:57.724 26/12/1995]',-,0.690,0.197,66.911,0.888,-0.523
'[09:10:57.726 26/12/1995]',-,0.707,0.238,66.911,0.888,-0.523
'[09:10:57.728 26/12/1995]',-,0.707,0.272,65.559,0.873,-0.541
'[09:10:57.730 26/12/1995]',-,0.707,0.292,65.559,0.873,-0.541
'[09:10:57.732 26/12/1995]',-,0.707,0.292,65.559,0.873,-0.541
'[09:10:57.734 26/12/1995]',-,0.707,0.279,65.559,0.873,-0.541
'[09:10:57.736 26/12/1995]',-,0.707,0.259,64.407,0.861,-0.567
'[09:10:57.738 26/12/1995]',-,0.707,0.231,64.407,0.861,-0.567
'[09:10:57.740 26/12/1995]',-,0.707,0.225,64.407,0.861,-0.567
'[09:10:57.742 26/12/1995]',-,0.707,0.238,64.407,0.861,-0.567
'[09:10:57.744 26/12/1995]',-,0.707,0.265,63.406,0.842,-0.599
'[09:10:57.746 26/12/1995]',-,0.707,0.286,63.406,0.842,-0.599
'[09:10:57.748 26/12/1995]',-,0.707,0.272,63.406,0.842,-0.599
'[09:10:57.750 26/12/1995]',-0.484,0.707,0.225,63.406,0.842,-0.599
'[09:10:57.752 26/12/1995]',-0.391,0.682,0.177,62.604,0.823,-0.635
'[09:10:57.754 26/12/1995]',-0.299,0.485,0.116,62.604,0.823,-0.635
'[09:10:57.756 26/12/1995]',-0.222,0.341,0.068,62.604,0.823,-0.635
'[09:10:57.758 26/12/1995]',-0.144,0.228,0.028,62.604,0.823,-0.635
'[09:10:57.760 26/12/1995]',-0.094,0.167,0.014,61.953,0.804,-0.673
'[09:10:57.762 26/12/1995]',-0.043,0.137,0.001,61.953,0.804,-0.673
'[09:10:57.764 26/12/1995]',-0.013,0.099,-0.006,61.953,0.804,-0.673
'[09:10:57.766 26/12/1995]',0.017,0.069,-0.013,61.953,0.804,-0.673
'[09:10:57.768 26/12/1995]',0.040,0.046,-0.020,61.452,0.781,-0.709
'[09:10:57.770 26/12/1995]',0.063,0.023,-0.027,61.452,0.781,-0.709
'[09:10:57.772 26/12/1995]',0.083,-0.007,-0.033,61.452,0.781,-0.709
'[09:10:57.774 26/12/1995]',0.104,-0.022,-0.033,61.452,0.781,-0.709
'[09:10:57.776 26/12/1995]',0.122,-0.037,-0.047,61.002,0.762,-0.743
'[09:10:57.778 26/12/1995]',0.139,-0.075,-0.047,61.002,0.762,-0.743
'[09:10:57.780 26/12/1995]',0.150,-0.098,-0.054,61.002,0.762,-0.743
'[09:10:57.782 26/12/1995]',0.161,-0.121,-0.061,61.002,0.762,-0.743
'[09:10:57.784 26/12/1995]',0.163,-0.136,-0.061,60.751,0.739,-0.774
'[09:10:57.786 26/12/1995]',0.165,-0.143,-0.061,60.751,0.739,-0.774
'[09:10:57.788 26/12/1995]',0.160,-0.143,-0.054,60.751,0.739,-0.774
'[09:10:57.790 26/12/1995]',0.154,-0.151,-0.061,60.751,0.739,-0.774
'[09:10:57.792 26/12/1995]',0.146,-0.151,-0.061,60.501,0.720,-0.801
'[09:10:57.794 26/12/1995]',0.139,-0.159,-0.068,60.501,0.720,-0.801
'[09:10:57.796 26/12/1995]',0.135,-0.143,-0.061,60.501,0.720,-0.801
'[09:10:57.798 26/12/1995]',0.131,-0.098,-0.047,60.501,0.720,-0.801
'[09:10:57.800 26/12/1995]',0.134,-0.037,-0.027,60.200,0.701,-0.825
'[09:10:57.802 26/12/1995]',0.137,-0.015,-0.020,60.200,0.701,-0.825
'[09:10:57.804 26/12/1995]',0.146,-0.045,-0.027,60.200,0.701,-0.825
'[09:10:57.806 26/12/1995]',0.155,-0.091,-0.047,60.200,0.701,-0.825
'[09:10:57.808 26/12/1995]',0.162,-0.121,-0.061,59.850,0.686,-0.843
'[09:10:57.810 26/12/1995]',0.169,-0.143,-0.068,59.850,0.686,-0.843
'[09:10:57.812 26/12/1995]',0.169,-0.159,-0.068,59.850,0.686,-0.843
'[09:10:57.814 26/12/1995]',0.169,-0.166,-0.068,59.850,0.686,-0.843
'[09:10:57.816 26/12/1995]',0.163,-0.159,-0.068,59.449,0.666,-0.858
'[09:10:57.818 26/12/1995]',0.157,-0.159,-0.074,59.449,0.666,-0.858
'[09:10:57.820 26/12/1995]',0.150,-0.136,-0.068,59.449,0.666,-0.858
'[09:10:57.822 26/12/1995]',0.142,-0.113,-0.068,59.449,0.666,-0.858
'[09:10:57.824 26/12/1995]',0.138,-0.106,-0.068,59.148,0.647,-0.868
'[09:10:57.826 26/12/1995]',0.134,-0.106,-0.068,59.148,0.647,-0.868
'[09:10:57.828 26/12/1995]',0.135,-0.106,-0.068,59.148,0.647,-0.868
'[09:10:57.830 26/12/1995]',0.136,-0.098,-0.074,59.148,0.647,-0.868
'[09:10:57.832 26/12/1995]',0.142,-0.091,-0.074,58.848,0.625,-0.873
'[09:10:57.834 26/12/1995]',0.147,-0.083,-0.074,58.848,0.625,-0.873
'[09:10:57.836 26/12/1995]',0.157,-0.083,-0.074,58.848,0.625,-0.873
'[09:10:57.838 26/12/1995]',0.167,-0.091,-0.074,58.848,0.625,-0.873
'[09:10:57.840 26/12/1995]',0.179,-0.106,-0.074,58.648,0.610,-0.875
'[09:10:57.842 26/12/1995]',0.192,-0.136,-0.068,58.648,0.610,-0.875
'[09:10:57.844 26/12/1995]',0.207,-0.151,-0.068,58.648,0.610,-0.875
'[09:10:57.846 26/12/1995]',0.222,-0.174,-0.074,58.648,0.610,-0.875
'[09:10:57.848 26/12/1995]',0.239,-0.189,-0.061,58.397,0.583,-0.874
'[09:10:57.850 26/12/1995]',0.256,-0.234,-0.061,58.397,0.583,-0.874
'[09:10:57.852 26/12/1995]',0.271,-0.257,-0.033,58.397,0.583,-0.874
'[09:10:57.854 26/12/1995]',0.287,-0.287,-0.027,58.397,0.583,-0.874
'[09:10:57.856 26/12/1995]',0.301,-0.303,-0.013,58.147,0.560,-0.870
'[09:10:57.858 26/12/1995]',0.315,-0.325,-0.006,58.147,0.560,-0.870
'[09:10:57.860 26/12/1995]',0.325,-0.348,0.007,58.147,0.560,-0.870
'[09:10:57.862 26/12/1995]',0.335,-0.378,0.014,58.147,0.560,-0.870
'[09:10:57.864 26/12/1995]',0.340,-0.393,0.028,57.946,0.541,-0.864
'[09:10:57.866 26/12/1995]',0.345,-0.409,0.034,57.946,0.541,-0.864
'[09:10:57.868 26/12/1995]',0.345,-0.416,0.055,57.946,0.541,-0.864
'[09:10:57.870 26/12/1995]',0.345,-0.439,0.062,57.946,0.541,-0.864
'[09:10:57.872 26/12/1995]',0.340,-0.461,0.089,57.746,0.514,-0.858
'[09:10:57.874 26/12/1995]',0.335,-0.484,0.102,57.746,0.514,-0.858
'[09:10:57.876 26/12/1995]',0.328,-0.499,0.116,57.746,0.514,-0.858
'[09:10:57.878 26/12/1995]',0.320,-0.499,0.129,57.746,0.514,-0.858
'[09:10:57.880 26/12/1995]',0.310,-0.484,0.136,57.596,0.487,-0.850
'[09:10:57.882 26/12/1995]',0.299,-0.454,0.136,57.596,0.487,-0.850
'[09:10:57.884 26/12/1995]',0.288,-0.431,0.129,57.596,0.487,-0.850
'[09:10:57.886 26/12/1995]',0.278,-0.416,0.116,57.596,0.487,-0.850
'[09:10:57.888 26/12/1995]',0.267,-0.386,0.109,57.295,0.457,-0.842
'[09:10:57.890 26/12/1995]',0.256,-0.371,0.109,57.295,0.457,-0.842
'[09:10:57.892 26/12/1995]',0.245,-0.363,0.102,57.295,0.457,-0.842
'[09:10:57.894 26/12/1995]',0.234,-0.348,0.102,57.295,0.457,-0.842
'[09:10:57.896 26/12/1995]',0.225,-0.340,0.096,57.045,0.430,-0.835
'[09:10:57.898 26/12/1995]',0.215,-0.318,0.089,57.045,0.430,-0.835
'[09:10:57.900 26/12/1995]',0.206,-0.295,0.075,57.045,0.430,-0.835
'[09:10:57.902 26/12/1995]',0.197,-0.280,0.068,57.045,0.430,-0.835
'[09:10:57.904 26/12/1995]',0.187,-0.249,0.062,56.795,0.404,-0.828
'[09:10:57.906 26/12/1995]',0.178,-0.242,0.055,56.795,0.404,-0.828
'[09:10:57.908 26/12/1995]',0.168,-0.234,0.055,56.795,0.404,-0.828
'[09:10:57.910 26/12/1995]',0.158,-0.219,0.034,56.795,0.404,-0.828
'[09:10:57.912 26/12/1995]',0.146,-0.204,0.034,56.544,0.377,-0.821
'[09:10:57.914 26/12/1995]',0.134,-0.181,0.021,56.544,0.377,-0.821
'[09:10:57.916 26/12/1995]',0.122,-0.151,0.007,56.544,0.377,-0.821
'[09:10:57.918 26/12/1995]',0.111,-0.136,-0.006,56.544,0.377,-0.821
'[09:10:57.920 26/12/1995]',0.100,-0.121,-0.020,56.294,0.354,-0.814
'[09:10:57.922 26/12/1995]',0.089,-0.098,-0.020,56.294,0.354,-0.814
'[09:10:57.924 26/12/1995]',0.080,-0.083,-0.027,56.294,0.354,-0.814
'[09:10:57.926 26/12/1995]',0.071,-0.068,-0.027,56.294,0.354,-0.814
'[09:10:57.928 26/12/1995]',0.065,-0.045,-0.033,55.993,0.324,-0.806
'[09:10:57.930 26/12/1995]',0.058,-0.030,-0.047,55.993,0.324,-0.806
'[09:10:57.932 26/12/1995]',0.054,-0.022,-0.047,55.993,0.324,-0.806
'[09:10:57.934 26/12/1995]',0.049,-0.015,-0.047,55.993,0.324,-0.806
'[09:10:57.936 26/12/1995]',0.046,-0.015,-0.047,55.643,0.297,-0.797
'[09:10:57.938 26/12/1995]',0.042,-0.015,-0.047,55.643,0.297,-0.797
'[09:10:57.940 26/12/1995]',0.039,0.001,-0.054,55.643,0.297,-0.797
'[09:10:57.942 26/12/1995]',0.036,0.008,-0.047,55.643,0.297,-0.797
'[09:10:57.944 26/12/1995]',0.033,0.008,-0.054,55.342,0.278,-0.788
'[09:10:57.946 26/12/1995]',0.031,0.008,-0.054,55.342,0.278,-0.788
'[09:10:57.948 26/12/1995]',0.029,0.016,-0.054,55.342,0.278,-0.788
'[09:10:57.950 26/12/1995]',0.026,0.023,-0.061,55.342,0.278,-0.788
'[09:10:57.952 26/12/1995]',0.024,0.016,-0.054,55.092,0.251,-0.779
'[09:10:57.954 26/12/1995]',0.022,0.016,-0.054,55.092,0.251,-0.779
'[09:10:57.956 26/12/1995]',0.019,0.023,-0.061,55.092,0.251,-0.779
'[09:10:57.958 26/12/1995]',0.016,0.031,-0.061,55.092,0.251,-0.779
'[09:10:57.960 26/12/1995]',0.013,0.023,-0.054,54.891,0.225,-0.770
'[09:10:57.962 26/12/1995]',0.010,0.016,-0.054,54.891,0.225,-0.770
'[09:10:57.964 26/12/1995]',0.008,0.031,-0.054,54.891,0.225,-0.770
'[09:10:57.966 26/12/1995]',0.005,0.038,-0.054,54.891,0.225,-0.770
'[09:10:57.968 26/12/1995]',0.004,0.046,-0.054,54.641,0.205,-0.761
'[09:10:57.970 26/12/1995]',0.002,0.046,-0.054,54.641,0.205,-0.761
'[09:10:57.972 26/12/1995]',0.001,0.046,-0.054,54.641,0.205,-0.761
'[09:10:57.974 26/12/1995]',0.001,0.054,-0.054,54.641,0.205,-0.761
'[09:10:57.976 26/12/1995]',0.002,0.054,-0.054,54.391,0.186,-0.752
'[09:10:57.978 26/12/1995]',0.003,0.054,-0.054,54.391,0.186,-0.752
'[09:10:57.980 26/12/1995]',0.005,0.054,-0.054,54.391,0.186,-0.752
'[09:10:57.982 26/12/1995]',0.008,0.054,-0.054,54.391,0.186,-0.752
'[09:10:57.984 26/12/1995]',0.009,0.054,-0.047,54.190,0.164,-0.744
'[09:10:57.986 26/12/1995]',0.010,0.046,-0.047,54.190,0.164,-0.744
'[09:10:57.988 26/12/1995]',0.007,0.046,-0.054,54.190,0.164,-0.744
'[09:10:57.990 26/12/1995]',0.005,0.046,-0.054,54.190,0.164,-0.744
'[09:10:57.992 26/12/1995]',-0.001,0.016,-0.068,53.990,0.144,-0.737
'[09:10:57.994 26/12/1995]',-0.007,0.016,-0.068,53.990,0.144,-0.737
'[09:10:57.996 26/12/1995]',-0.013,0.038,-0.054,53.990,0.144,-0.737
'[09:10:57.998 26/12/1995]',-0.019,0.069,-0.033,53.990,0.144,-0.737
'[09:10:58.000 26/12/1995]',-0.024,0.084,-0.033,53.890,0.133,-0.731
'[09:10:58.002 26/12/1995]',-0.028,0.099,-0.033,53.890,0.133,-0.731
'[09:10:58.004 26/12/1995]',-0.029,0.092,-0.033,53.890,0.133,-0.731
'[09:10:58.006 26/12/1995]',-0.030,0.084,-0.047,53.890,0.133,-0.731
'[09:10:58.008 26/12/1995]',-0.029,0.084,-0.047,53.940,0.121,-0.726
'[09:10:58.010 26/12/1995]',-0.028,0.084,-0.047,53.940,0.121,-0.726
'[09:10:58.012 26/12/1995]',-0.027,0.099,-0.047,53.940,0.121,-0.726
'[09:10:58.014 26/12/1995]',-0.026,0.092,-0.054,53.940,0.121,-0.726
'[09:10:58.016 26/12/1995]',-0.027,0.099,-0.054,54.340,0.106,-0.722
'[09:10:58.018 26/12/1995]',-0.028,0.092,-0.061,54.340,0.106,-0.722
'[09:10:58.020 26/12/1995]',-0.031,0.092,-0.061,54.340,0.106,-0.722
'[09:10:58.022 26/12/1995]',-0.033,0.092,-0.061,54.340,0.106,-0.722
'[09:10:58.024 26/12/1995]',-0.036,0.092,-0.054,55.392,0.099,-0.719
'[09:10:58.026 26/12/1995]',-0.039,0.099,-0.054,55.392,0.099,-0.719
'[09:10:58.028 26/12/1995]',-0.042,0.107,-0.061,55.392,0.099,-0.719
'[09:10:58.030 26/12/1995]',-0.044,0.114,-0.061,55.392,0.099,-0.719
'[09:10:58.032 26/12/1995]',-0.046,0.122,-0.061,57.145,0.095,-0.717
'[09:10:58.034 26/12/1995]',-0.048,0.122,-0.061,57.145,0.095,-0.717
'[09:10:58.036 26/12/1995]',-0.048,0.122,-0.054,57.145,0.095,-0.717
'[09:10:58.038 26/12/1995]',-0.048,0.122,-0.054,57.145,0.095,-0.717
'[09:10:58.040 26/12/1995]',-0.046,0.114,-0.047,59.699,0.091,-0.715
'[09:10:58.042 26/12/1995]',-0.045,0.107,-0.054,59.699,0.091,-0.715
'[09:10:58.044 26/12/1995]',-0.042,0.114,-0.047,59.699,0.091,-0.715
'[09:10:58.046 26/12/1995]',-0.040,0.114,-0.054,59.699,0.091,-0.715
'[09:10:58.048 26/12/1995]',-0.038,0.114,-0.054,62.805,0.095,-0.713
'[09:10:58.050 26/12/1995]',-0.035,0.114,-0.061,62.805,0.095,-0.713
'[09:10:58.052 26/12/1995]',-0.033,0.114,-0.061,62.805,0.095,-0.713
'[09:10:58.054 26/12/1995]',-0.032,0.107,-0.068,62.805,0.095,-0.713
'[09:10:58.056 26/12/1995]',-0.032,0.107,-0.061,66.260,0.102,-0.710
'[09:10:58.058 26/12/1995]',-0.032,0.107,-0.068,66.260,0.102,-0.710
'[09:10:58.060 26/12/1995]',-0.035,0.099,-0.068,66.260,0.102,-0.710
'[09:10:58.062 26/12/1995]',-0.037,0.069,-0.095,66.260,0.102,-0.710
'[09:10:58.064 26/12/1995]',-0.040,0.092,-0.074,69.916,0.106,-0.706
'[09:10:58.066 26/12/1995]',-0.044,0.107,-0.061,69.916,0.106,-0.706
'[09:10:58.068 26/12/1995]',-0.048,0.107,-0.068,69.916,0.106,-0.706
'[09:10:58.070 26/12/1995]',-0.053,0.107,-0.061,69.916,0.106,-0.706
'[09:10:58.072 26/12/1995]',-0.055,0.107,-0.061,73.472,0.126,-0.702
'[09:10:58.074 26/12/1995]',-0.057,0.107,-0.054,73.472,0.126,-0.702
'[09:10:58.076 26/12/1995]',-0.055,0.107,-0.054,73.472,0.126,-0.702
'[09:10:58.078 26/12/1995]',-0.052,0.122,-0.054,73.472,0.126,-0.702
'[09:10:58.080 26/12/1995]',-0.047,0.137,-0.061,76.978,0.144,-0.698
'[09:10:58.082 26/12/1995]',-0.041,0.167,-0.088,76.978,0.144,-0.698
'[09:10:58.084 26/12/1995]',-0.034,0.281,-0.135,76.978,0.144,-0.698
'[09:10:58.086 26/12/1995]',-0.028,0.213,-0.129,76.978,0.144,-0.698
'[09:10:58.088 26/12/1995]',-0.022,0.122,-0.108,80.234,0.171,-0.692
'[09:10:58.090 26/12/1995]',-0.017,0.008,-0.061,80.234,0.171,-0.692
'[09:10:58.092 26/12/1995]',-0.015,0.001,-0.027,80.234,0.171,-0.692
'[09:10:58.094 26/12/1995]',-0.013,-0.022,-0.013,80.234,0.171,-0.692
'[09:10:58.096 26/12/1995]',-0.015,0.001,-0.013,83.088,0.205,-0.685
'[09:10:58.098 26/12/1995]',-0.016,0.031,-0.027,83.088,0.205,-0.685
'[09:10:58.100 26/12/1995]',-0.019,0.008,-0.027,83.088,0.205,-0.685
'[09:10:58.102 26/12/1995]',-0.021,0.016,-0.020,83.088,0.205,-0.685
'[09:10:58.104 26/12/1995]',-0.021,0.001,-0.020,85.593,0.239,-0.678
'[09:10:58.106 26/12/1995]',-0.020,-0.007,-0.020,85.593,0.239,-0.678
'[09:10:58.108 26/12/1995]',-0.016,0.023,-0.020,85.593,0.239,-0.678
'[09:10:58.110 26/12/1995]',-0.012,0.031,-0.027,85.593,0.239,-0.678
'[09:10:58.112 26/12/1995]',-0.008,0.031,-0.027,87.496,0.274,-0.671
'[09:10:58.114 26/12/1995]',-0.003,0.069,-0.047,87.496,0.274,-0.671
'[09:10:58.116 26/12/1995]',0.000,0.054,-0.047,87.496,0.274,-0.671
'[09:10:58.118 26/12/1995]',0.003,-0.015,-0.020,87.496,0.274,-0.671
'[09:10:58.120 26/12/1995]',0.004,-0.075,0.007,88.848,0.316,-0.664
'[09:10:58.122 26/12/1995]',0.005,-0.053,-0.013,88.848,0.316,-0.664
'[09:10:58.124 26/12/1995]',0.004,0.008,-0.027,88.848,0.316,-0.664
'[09:10:58.126 26/12/1995]',0.003,0.016,-0.006,88.848,0.316,-0.664
'[09:10:58.128 26/12/1995]',0.002,0.001,-0.006,89.800,0.358,-0.657
'[09:10:58.130 26/12/1995]',0.001,0.001,-0.013,89.800,0.358,-0.657
'[09:10:58.132 26/12/1995]',0.002,0.001,-0.020,89.800,0.358,-0.657
'[09:10:58.134 26/12/1995]',0.003,0.008,-0.027,89.800,0.358,-0.657
'[09:10:58.136 26/12/1995]',0.006,0.016,-0.020,90.350,0.396,-0.650
'[09:10:58.138 26/12/1995]',0.010,0.008,-0.027,90.350,0.396,-0.650
'[09:10:58.140 26/12/1995]',0.012,0.008,-0.027,90.350,0.396,-0.650
'[09:10:58.142 26/12/1995]',0.015,0.016,-0.027,90.350,0.396,-0.650
'[09:10:58.144 26/12/1995]',0.017,0.008,-0.027,90.501,0.434,-0.643
'[09:10:58.146 26/12/1995]',0.019,0.001,-0.033,90.501,0.434,-0.643
'[09:10:58.148 26/12/1995]',0.022,0.001,-0.027,90.501,0.434,-0.643
'[09:10:58.150 26/12/1995]',0.024,-0.007,-0.027,90.501,0.434,-0.643
